NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider First Line Business Practice Location Address,City,State2,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Zip5,Address,taxonomy
1780758649,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1973 FRONTAGE RD,SIERRA VISTA,AZ,85635,5205159210,85635,1973 FRONTAGE RD,335E00000X
1235203191,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,808 AINSWORTH DR STE 101,PRESCOTT,AZ,86301,9287760823,86301,808 AINSWORTH DR,335E00000X
1629234497,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC",1106 N BEELINE HWY STE B,PAYSON,AZ,85541,9284749896,85541,1106 N BEELINE HWY,335E00000X
1699849554,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,932 W SOUTHERN AVE STE 1,MESA,AZ,85210,4809626976,85210,932 W SOUTHERN AVE,335E00000X
1730284472,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,932 W SOUTHERN AVE STE 7,MESA,AZ,85210,4804611940,85210,932 W SOUTHERN AVE,335E00000X
1053485946,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,301 S POWER RD STE 101,MESA,AZ,85206,4803963500,85206,301 S POWER RD,335E00000X
1871667733,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1976 MESQUITE AVE STE B,LAKE HAVASU CITY,AZ,86403,9286804673,86403,1976 MESQUITE AVE,335E00000X
1962576827,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,2704 N STOCKTON HILL RD,KINGMAN,AZ,86401,9287182301,86401,2704 N STOCKTON HILL RD,335E00000X
1194960039,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",3501 S MERCY RD STE 103,GILBERT,AZ,85297,4807821010,85297,3501 S MERCY RD,335E00000X
1144394008,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,115 S CANDY LN STE B1,COTTONWOOD,AZ,86326,9286391211,86326,115 S CANDY LN,335E00000X
1871667766,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",1515 E FLORENCE BLVD STE 107,CASA GRANDE,AZ,85122,5203169677,85122,1515 E FLORENCE BLVD,335E00000X
1053485912,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1355 RAMAR RD STE 4B,BULLHEAD CITY,AZ,86442,9287632900,86442,1355 RAMAR RD,335E00000X
1477146868,2,"TUCSON ORTHOTICS & PROSTHETICS, LLC",7478 N LA CHOLLA BLVD,TUCSON,AZ,85741,5207424406,85741,7478 N LA CHOLLA BLVD,335E00000X
1396804118,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,12162 N RANCHO VISTOSO BLVD STE 110,ORO VALLEY,AZ,85755,5022195470,85755,12162 N RANCHO VISTOSO BLVD,335E00000X
1700973948,2,"ADVANCED PROSTHETICS AND ORTHOTICS SOLUTIONS, INC.",2851 S AVENUE B STE 8,YUMA,AZ,85364,9283140030,85364,2851 S AVENUE B,335E00000X
1528526290,2,"CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION, LLC",9321 W THOMAS RD STE 205,PHOENIX,AZ,85037,8669742673,85037,9321 W THOMAS RD,332B00000X
1487232211,2,CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION LLC,1485 N TURQUOISE DR STE 200,FLAGSTAFF,AZ,86001,9282262900,86001,1485 N TURQUOISE DR,332B00000X
1710592357,2,CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION LLC,3591 S MERCY RD STE 204,GILBERT,AZ,85297,8669742673,85297,3591 S MERCY RD,332B00000X
1144420969,2,"CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION, LLC",10494 W THUNDERBIRD BLVD,SUN CITY,AZ,85351,6235375600,85351,10494 W THUNDERBIRD BLVD,332BC3200X
1205392792,2,"CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION, LLC",8952 E DESERT COVE AVE STE 113,SCOTTSDALE,AZ,85260,8669742673,85260,8952 E DESERT COVE AVE,332B00000X
1134293020,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,13925 W MEEKER BLVD STE 5,SUN CITY WEST,AZ,85375,6234743099,85375,13925 W MEEKER BLVD,335E00000X
1912071895,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,14021 N 51ST AVE STE 125,GLENDALE,AZ,85306,6028430688,85306,14021 N 51ST AVE,335E00000X
1417021379,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,9023 E DESERT COVE AVE STE 102,SCOTTSDALE,AZ,85260,4806148820,85260,9023 E DESERT COVE AVE,335E00000X
1881768778,2,HANGER PROSTHETICS & ORTHOTICS INC,10615 W THUNDERBIRD BLVD STE D165,SUN CITY,AZ,85351,6239772221,85351,10615 W THUNDERBIRD BLVD,335E00000X
1427179753,2,"PONGRATZ ORTHOTICS AND PROSTHETICS, INC.",730 N 52ND ST STE 100,PHOENIX,AZ,85008,6022223032,85008,730 N 52ND ST,335E00000X
1033713060,2,"PONGRATZ ORTHOTICS & PROSTHETICS, INC.",4915 E BASELINE RD UNIT 101,GILBERT,AZ,85234,6022223032,85234,4915 E BASELINE RD,335E00000X
1306226022,2,"PONGRATZ ORTHOTICS & PROSTHETICS, INC.",13020 W RANCHO SANTA FE BLVD STE 101,AVONDALE,AZ,85392,6234448801,85392,13020 W RANCHO SANTA FE BLVD,335E00000X
1669459749,2,"PONGRATZ ORTHOTICS & PROSTHETICS, INC.",595 N DOBSON RD,CHANDLER,AZ,85224,4802824499,85224,595 N DOBSON RD,335E00000X
1801917141,2,"PONGRATZ ORTHOTICS & PROSTHETICS, INC.",4520 E GRANT RD,TUCSON,AZ,85712,5203224499,85712,4520 E GRANT RD,335E00000X
1265596399,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,2450 E SHOW LOW LAKE RD STE 3A,SHOW LOW,AZ,85901,9285375119,85901,2450 E SHOW LOW LAKE RD,335E00000X
1316011273,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,2175 N ALMA SCHOOL RD STE A108,CHANDLER,AZ,85224,4808147800,85224,2175 N ALMA SCHOOL RD,335E00000X
1508528654,2,MOBILITY PROSTHETIC AND ORTHOTIC SERVICES LLC,1675 MESQUITE AVE STE A,LAKE HAVASU CITY,AZ,86403,9286804089,86403,1675 MESQUITE AVE,335E00000X
1215919378,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,6567 E CARONDELET DR STE 565,TUCSON,AZ,85710,5208812312,85710,6567 E CARONDELET DR,335E00000X
1336215409,2,"FIKES ORTHOPEDIC SPECIALTIES, INC.",715 WHITE SPAR RD,PRESCOTT,AZ,86303,9282272621,86303,715 WHITE SPAR RD,335E00000X
1740851385,2,J.L. ARTIFICIAL LIMB & BRACE LLC,1744 HIGHWAY 95 STE 2,BULLHEAD CITY,AZ,86442,9282347114,86442,1744 HIGHWAY 95,224P00000X
1235874348,2,"PONGRATZ ORTHOTICS & PROSTHETICS, INC.",10133 N 92ND ST STE 102,SCOTTSDALE,AZ,85258,4807912999,85258,10133 N 92ND ST,335E00000X
1114663986,2,CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION LLC,1331 N 7TH ST STE 405,PHOENIX,AZ,85006,8669742673,85006,1331 N 7TH ST,332B00000X
1376289140,2,CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION LLC,9139 W THUNDERBIRD RD STE 275,PEORIA,AZ,85381,8669742673,85381,9139 W THUNDERBIRD RD,332B00000X
1083350995,2,CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION LLC,3200 N WINDSONG DR,PRESCOTT VALLEY,AZ,86314,8669742673,86314,3200 N WINDSONG DR,332B00000X
1578201562,2,CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION LLC,3420 S MERCY RD STE 211,GILBERT,AZ,85297,8669742673,85297,3420 S MERCY RD,332B00000X
1952767956,2,OTTO BOCK ORTHOPEDIC SERVICES LLC,4022 E BROADWAY RD,PHOENIX,AZ,85040,8007368276,85040,4022 E BROADWAY RD,332B00000X
1861948242,2,NEXTREMITY PROSTHETIC DESIGN,9130 W THOMAS RD STE A-105,PHOENIX,AZ,85037,8003115899,85037,9130 W THOMAS RD,224P00000X
1326112285,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,13065 W MCDOWELL RD STE A111,AVONDALE,AZ,85392,6235351919,85392,13065 W MCDOWELL RD,335E00000X
1063587863,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",690 N COFCO CENTER CT STE 180,PHOENIX,AZ,85008,6026850820,85008,690 N COFCO CENTER CT,335E00000X
1962576850,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1845 W ORANGE GROVE RD STE 109,TUCSON,AZ,85704,5208884757,85704,1845 W ORANGE GROVE RD,335E00000X
1780758672,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,4951 E GRANT RD STE 127,TUCSON,AZ,85712,5207958900,85712,4951 E GRANT RD,335E00000X
1114092970,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",4920 E SPEEDWAY BLVD,TUCSON,AZ,85712,5203220099,85712,4920 E SPEEDWAY BLVD,335E00000X
1568536449,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,77 W FOREST AVE STE 208,FLAGSTAFF,AZ,86001,9287732544,86001,77 W FOREST AVE,335E00000X
1164754164,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",1055 N LA CANADA DR STE 129,GREEN VALLEY,AZ,85614,5206481537,85614,1055 N LA CANADA DR,335E00000X
1811229818,2,HANGER PROSTHETICS & ORTHOTICS WEST INC.,4915 E BASELINE RD STE 109,GILBERT,AZ,85234,4809852629,85234,4915 E BASELINE RD,335E00000X
1144956376,2,CENTER FOR ORTHOPEDIC RESEARCH AND EDUCATION LLC,1840 N JASPER DR STE 2,FLAGSTAFF,AZ,86001,8669742673,86001,1840 N JASPER DR,332B00000X
1487291688,2,"NEVADA ORTHOTICS & PROSTHETICS, INC",1863 AIRFIED AVENUE,KINGMAN,AZ,86401,9287183987,86401,1863 AIRFIED AVENUE,335E00000X
1265616643,2,ARTISAN PROSTHETICS LLC,4501 N 32ND ST,PHOENIX,AZ,85018,6026677827,85018,4501 N 32ND ST,335E00000X
1285330696,2,ROADRUNNER PROSTHETICS INC.,42212 N 41ST DR STE 105,ANTHEM,AZ,85086,6233524520,85086,42212 N 41ST DR,224P00000X
1780609594,2,"ABLE BRACE & LIMB,LLC",2301 W WALNUT ST,ROGERS,AR,72756,4796312253,72756,2301 W WALNUT ST,335E00000X
1881870616,2,SPEARS PROSTHETICS AND ORTHOTICS,2000 HIGHWAY 25B,HEBER SPRINGS,AR,72543,5012063500,72543,2000 HIGHWAY 25B,335E00000X
1184663510,2,JP&O LLC,5930 E HIGHLAND DR,JONESBORO,AR,72401,8702684660,72401,5930 E HIGHLAND DR,335E00000X
1770697484,2,LITTLE ROCK PROSTHETICS INC.,424 N UNIVERSITY AVE STE 1,LITTLE ROCK,AR,72205,5016642345,72205,424 N UNIVERSITY AVE,335E00000X
1619115284,2,"FORT SMITH ARTIFICIAL LIMB AND BRACE, INC.",218 VINEYARD ST,HOT SPRINGS,AR,71913,5013214222,71913,218 VINEYARD ST,335E00000X
1245215417,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,3416 N COLLEGE AVE,FAYETTEVILLE,AR,72703,4794424435,72703,3416 N COLLEGE AVE,335E00000X
1811982226,2,"HORTONS ORTHOTIC LAB, INC.",2909 S 66TH ST,FORT SMITH,AR,72903,4794523959,72903,2909 S 66TH ST,335E00000X
1629063607,2,"HORTONS ORTHOTIC LAB, INC.",710 MARION ST,SEARCY,AR,72143,5012682272,72143,710 MARION ST,335E00000X
1740502517,2,"PROSTHETICS AND ORTHOTICS OF THE OZARKS, INC",8858 HIGHWAY 65 N,HARRISON,AR,72601,8704265127,72601,8858 HIGHWAY 65 N,335E00000X
1245536275,2,ORTHOCARE INC,112 N 34TH ST,ROGERS,AR,72756,4796360333,72756,112 N 34TH ST,335E00000X
1578807152,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,2425 W 28TH AVE,PINE BLUFF,AR,71603,8705341900,71603,2425 W 28TH AVE,335E00000X
1245575570,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,2915 DAVE WARD DR STE 11,CONWAY,AR,72034,5015486288,72034,2915 DAVE WARD DR,335E00000X
1427033695,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,333 HIGHWAY 5 N,MOUNTAIN HOME,AR,72653,8704247010,72653,333 HIGHWAY 5 N,335E00000X
1861554370,2,"FELIX BRACE & LIMB CO., INC.",310 HIGDON FERRY RD,HOT SPRINGS,AR,71913,5013211999,71913,310 HIGDON FERRY RD,335E00000X
1346653680,2,"HORTONS ORTHOTIC LAB, INC.",4020 RICHARDS RD,NORTH LITTLE ROCK,AR,72117,5019450404,72117,4020 RICHARDS RD,335E00000X
1023213295,2,"ADVANCED PROSTHETIC SERVICES, INC.",2930 E MOORE AVE,SEARCY,AR,72143,5013680868,72143,2930 E MOORE AVE,335E00000X
1134669138,2,"HORTONS ORTHOTIC LAB, INC.",635 DAVE WARD,CONWAY,AR,72034,5016632908,72034,635 DAVE WARD,335E00000X
1831629070,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,612 OFFICE PARK DR,BRYANT,AR,72022,5016642624,72022,612 OFFICE PARK DR,335E00000X
1063930246,2,VAN DER WATT PROSTHETICS & ORTHOTICS,11 N. MAIN ST.,GREENWOOD,AR,72936,4793571840,72936,11 N MAIN ST,335E00000X
1508976671,2,"NEW HOPE PROSTHETIC AND ORTHOTIC SERVICES, INC.",1801 W 40TH AVE STE 4A,PINE BLUFF,AR,71603,8705362171,71603,1801 W 40TH AVE,335E00000X
1629133053,2,PERKINS ORTHOTIC AND PROSTHETIC LAB INC,910 N 32ND ST,FORT SMITH,AR,72903,4797831110,72903,910 N 32ND ST,335E00000X
1225200629,2,NEW HOPE PROSTHETICS & ORTHODICS INC,424 N UNIVERSITY AVE STE 1,LITTLE ROCK,AR,72205,5016619048,72205,424 N UNIVERSITY AVE,335E00000X
1619192531,2,NEW HOPE PROSTHETICS & ORTHODICS INC,2405 DAVE WARD DR,CONWAY,AR,72034,5013274342,72034,2405 DAVE WARD DR,335E00000X
1255769766,2,NEW HOPE PROSTHETICS & ORTHODICS INC,1801 W 40TH AVE STE 4A,PINE BLUFF,AR,71603,8705362171,71603,1801 W 40TH AVE,335E00000X
1184104309,2,PROSTHETIC ONE,11908 KANIS RD STE G7,LITTLE ROCK,AR,72211,5019169632,72211,11908 KANIS RD,335E00000X
1306129747,2,HORTONS ORTHOTIC LAB INC,605 W COMMERCE DR,BRYANT,AR,72022,5016632908,72022,605 W COMMERCE DR,335E00000X
1275607137,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,2815 W WALNUT ST STE A,ROGERS,AR,72756,4796319100,72756,2815 W WALNUT ST,335E00000X
1043513336,2,"HANGER PROSTHETICS & ORTHOTICS EAST, INC.",1426 HIGDON FERRY RD,HOT SPRINGS,AR,71913,5017602630,71913,1426 HIGDON FERRY RD,335E00000X
1215048640,2,"HANGER PROSTHETICS & ORTHOTICS EAST, INC",3500 S 79TH ST STE A,FORT SMITH,AR,72903,4794841620,72903,3500 S 79TH ST,335E00000X
1427042308,2,"HORTON'S ORTHOTIC LAB, INC.",5220 W 12TH ST,LITTLE ROCK,AR,72204,5016632908,72204,5220 W 12TH ST,335E00000X
1215912779,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,625 N UNIVERSITY AVE,LITTLE ROCK,AR,72205,5016642624,72205,625 N UNIVERSITY AVE,335E00000X
1154306322,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,3810 CENTRAL AVE,HOT SPRINGS,AR,71913,5015257943,71913,3810 CENTRAL AVE,335E00000X
1063497238,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,4420 E 43RD ST,NORTH LITTLE ROCK,AR,72117,5019455462,72117,4420 E 43RD ST,335E00000X
1972588143,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,900 PROFESSIONAL ACRES DR,JONESBORO,AR,72401,8702680001,72401,900 PROFESSIONAL ACRES DR,335E00000X
1881679058,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,416 W MAIN ST,EL DORADO,AR,71730,8708759900,71730,416 W MAIN ST,335E00000X
1609851872,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,2300 W MAIN ST,RUSSELLVILLE,AR,72801,4799681713,72801,2300 W MAIN ST,335E00000X
1518942788,2,SNELL PROSTHETIC & ORTHOTIC LABORATORY,1411 DODSON AVE,FORT SMITH,AR,72901,4797851811,72901,1411 DODSON AVE,335E00000X
1851339410,2,CUSTOM PROSTHETICS & ORTHOTICS,515 N 6TH ST,BLYTHEVILLE,AR,72315,8707625151,72315,515 N 6TH ST,335E00000X
1780738724,2,"GALSTER'S ORTHOPEDIC LABORATORIES, INC.",2407 S CHERRY ST,PINE BLUFF,AR,71601,8705362171,71601,2407 S CHERRY ST,335E00000X
1497979389,2,"OZARK ORTHOPAEDIC AND HAND SURGERY CENTER,P.A",2110 EAST MAIN ST.,MTN.VIEW,AR,72560,8702698300,72560,2110 EAST MAIN ST,335E00000X
1063028371,2,"WEST ORTHOTICS, LLC",2711 S CARAWAY RD STE B,JONESBORO,AR,72401,8709331993,72401,2711 S CARAWAY RD,332B00000X
1467526327,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,1401 KANIS PARK DR STE 201,LITTLE ROCK,AR,72205,5012254557,72205,1401 KANIS PARK DR,335E00000X
1184798043,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,2594 E JOYCE BLVD STE 2,FAYETTEVILLE,AR,72703,4797504294,72703,2594 E JOYCE BLVD,335E00000X
1376617233,2,HANGER PROSTHETICS & ORTHOTICS EAST INC,615 W GROVE ST,EL DORADO,AR,71730,8708620241,71730,615 W GROVE ST,335E00000X
1629710728,2,PRECIOUS KREATION CRANIAL PROSTHESIS SPECIALIST,5212 NELSON DR,NORTH LITTLE ROCK,AR,72118,5016261135,72118,5212 NELSON DR,335E00000X
1144958638,2,ORTHOPEDIC APPLIANCE CO INC,611 OFFICE PARK DR STE 3,BRYANT,AR,72022,8282546305,72022,611 OFFICE PARK DR,335E00000X
1548468614,2,DIMENSION PROSTHETICS & ORTHOTICS,33374 DOWE AVE,UNION CITY,CA,94587,5103243400,94587,33374 DOWE AVE,335E00000X
1386652774,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",3460 ROBIN LN,CAMERON PARK,CA,95682,5306764856,95682,3460 ROBIN LN,335E00000X
1124198114,2,"CHANNEL ISLANDS PROSTHETICS,INC",520 W 5TH ST,OXNARD,CA,93030,8054865531,93030,520 W 5TH ST,335E00000X
1639237233,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,7056 A SKYWAY,PARADISE,CA,95969,5308771805,95969,7056 A SKYWAY,335E00000X
1396773958,2,YOUNG'S ORTHOPEDICS. INC,2299 N ARROWHEAD AVE,SAN BERNARDINO,CA,92405,9094740500,92405,2299 N ARROWHEAD AVE,335E00000X
1457533531,2,"COASTAL ORTHOTIC AND PROSTHETIC SERVICES, INC",2365 HARRISON AVE,EUREKA,CA,95501,7074453111,95501,2365 HARRISON AVE,335E00000X
1154352391,2,"BAKERSFIELD PROSTHETICS & ORTHOTICS CENTER, INC.",2023 TRUXTUN AVE,BAKERSFIELD,CA,93301,6612812127,93301,2023 TRUXTUN AVE,335E00000X
1578566816,2,SUNNY HILLS ORTHOPEDIC SERVICES INC.,332 E COMMONWEALTH AVE,FULLERTON,CA,92832,7147384769,92832,332 E COMMONWEALTH AVE,335E00000X
1649456187,2,"VENTURA PROSTHETICS& ORTHOTICS, INC.",2324 N BATAVIA ST,ORANGE,CA,92865,7143573940,92865,2324 N BATAVIA ST,335E00000X
1568509669,2,"DYNAMICS ORTHOTICS & PROSTHETICS, INC.",1830 W OLYMPIC BLVD,LOS ANGELES,CA,90006,2133839212,90006,1830 W OLYMPIC BLVD,335E00000X
1538338033,2,"ALL CITIES ORTHOPEDICS, INC",11101 ATLANTIC AVE,LYNWOOD,CA,90262,3106389806,90262,11101 ATLANTIC AVE,335E00000X
1255387981,2,WEST COAST PROSTHETICS LLC,95 QUINTA CT,SACRAMENTO,CA,95823,9166897528,95823,95 QUINTA CT,335E00000X
1053378802,2,"FREMONT ARTIFICIAL LIMB & BRACE, INC.",1999 MOWRY AVE,FREMONT,CA,94538,5107923475,94538,1999 MOWRY AVE,335E00000X
1841211992,2,WEST COAST ORTHOTIC & PROSTHETIC SERVICES INC,3215 N CALIFORNIA ST,STOCKTON,CA,95204,2099424166,95204,3215 N CALIFORNIA ST,225000000X
1306018171,2,NORTHBAY PROSTHETICS AND ORTHOTICS LLC,3260 BEARD RD,NAPA,CA,94558,7072547010,94558,3260 BEARD RD,335E00000X
1184891889,2,"KING PROSTHETICS & ORTHOTICS, INC.",12849 CHAPMAN AVE,GARDEN GROVE,CA,92840,7149717221,92840,12849 CHAPMAN AVE,335E00000X
1205003563,2,STELLAR PROSTHETICS AND ORTHOTICS,753 S ARROYO PKWY,PASADENA,CA,91105,6265840805,91105,753 S ARROYO PKWY,335E00000X
1629101621,2,"BAKERSFIELD PROSTHETICS & ORTHOTICS CENTER, INC.",49 N HOCKETT ST,PORTERVILLE,CA,93257,5597931808,93257,49 N HOCKETT ST,335E00000X
1942354584,2,WEST COAST PROSTHETICS,65 QUINTA CT STE I,SACRAMENTO,CA,95823,9166897528,95823,65 QUINTA CT,335E00000X
1063698199,2,"BEYOND PROSTHETICS, INC.",15899 LOS GATOS ALMADEN RD,LOS GATOS,CA,95032,4083566300,95032,15899 LOS GATOS ALMADEN RD,335E00000X
1902087802,2,ANAHEIM ORTHOTICS AND ORTHOPEDIC APPLIANCES,1177 N KRAEMER BLVD,ANAHEIM,CA,92806,7146323263,92806,1177 N KRAEMER BLVD,335E00000X
1720144330,2,ASSOCIATED PROSTHETICS AND ORTHOTICS,5241 PARAMOUNT BLVD,LAKEWOOD,CA,90712,5625312357,90712,5241 PARAMOUNT BLVD,335E00000X
1851466882,2,"CAPSTONE ORTHOPEDIC, INC.",1355 BESSIE AVE,TRACY,CA,95376,2098348600,95376,1355 BESSIE AVE,335E00000X
1922104751,2,FONTANA ARTIFICIAL LIMB & BRACE INC.,8576 NUEVO AVE,FONTANA,CA,92335,9098223233,92335,8576 NUEVO AVE,335E00000X
1881861532,2,ADVANCED PROSTHETICS INC.,301 N PRAIRIE AVE,INGLEWOOD,CA,90301,3106715330,90301,301 N PRAIRIE AVE,335E00000X
1194834192,2,"ACE ORTHOPEDICS, INC.",7860 IMPERIAL HWY,DOWNEY,CA,90242,5629236400,90242,7860 IMPERIAL HWY,335E00000X
1912955881,2,"VALLEY INSTITUTE OF PROSTHETICS & ORTHOTICS, INC.",1524 21ST ST,BAKERSFIELD,CA,93301,6613221005,93301,1524 21ST ST,335E00000X
1831348465,2,"ANCHOR ORTHOTICS & PROSTHETICS, INC.",11990 HERITAGE OAK PL STE 12,AUBURN,CA,95603,5308871734,95603,11990 HERITAGE OAK PL,335E00000X
1699920579,2,JOHNSON'S ORTHOPEDIC,24335 PRIELIPP RD,WILDOMAR,CA,92595,8774832522,92595,24335 PRIELIPP RD,335E00000X
1932345964,2,BUTTE PROSTHETICS,2260 ESPLANADE,CHICO,CA,95926,5308934255,95926,2260 ESPLANADE,335E00000X
1801034319,2,"J & K ORTHOPEDICS, INC.",224 W COLLEGE ST,COVINA,CA,91723,6263318856,91723,224 W COLLEGE ST,335E00000X
1518105840,2,STELLAR PROSTHETICS & ORTHOTICS,3831 CATALINA ST,LOS ALAMITOS,CA,90720,6265840805,90720,3831 CATALINA ST,335E00000X
1841364726,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,350 N WIGET LN,WALNUT CREEK,CA,94598,9257987852,94598,350 N WIGET LN,335E00000X
1376759506,2,CHANNEL ISLANDS PROSTHETICS-ORTHOTICS,520 W 5TH ST,OXNARD,CA,93030,8054865531,93030,520 W 5TH ST,335E00000X
1891902524,2,CHANNEL ISLANDS PROSTHETICS-ORTHOTICS,4517 MARKET ST,VENTURA,CA,93003,8056581822,93003,4517 MARKET ST,335E00000X
1962643007,2,"ANCHOR ORTHOTICS & PROSTHETICS, INC",11990 HERITAGE OAK PL,AUBURN,CA,95603,5308871734,95603,11990 HERITAGE OAK PL,335E00000X
1144368390,2,"PROSTHETIC & ORTHOTIC GROUP OF VENTURA COUNTY , LLC",601 E DAILY DR,CAMARILLO,CA,93010,8053890272,93010,601 E DAILY DR,335E00000X
1497992861,2,"SUNNY HILLS PROSTHETIC SERVICES, INC.",332 E COMMONWEALTH AVE,FULLERTON,CA,92832,7147384769,92832,332 E COMMONWEALTH AVE,335E00000X
1114948080,2,"KAWEAH ORTHOPEDIC & PROSTHETICS INC,.",2318 W SUNNYSIDE AVE STE 7,VISALIA,CA,93277,5597411300,93277,2318 W SUNNYSIDE AVE,335E00000X
1700828944,2,"BLUEBIRD ORTHOTICS AND PROSTHETICS, INC.",4373 VIEWRIDGE AVE,SAN DIEGO,CA,92123,8588746750,92123,4373 VIEWRIDGE AVE,335E00000X
1720253305,2,"CORE PROSTHETICS LAB, INC.",29723 NEW HUB DR STE A,SUN CITY,CA,92586,9512468888,92586,29723 NEW HUB DR,335E00000X
1346577160,2,"HARA ORTHOTICS AND PROSTHETICS,INC",1343 W. VALENCIA DR.,FULLERTON,CA,92833,7145251035,92833,1343 W VALENCIA DR,335E00000X
1508855776,2,GLOBAL PROSTHETICS & ORTHOTICS,2021 W FLORENCE AVE,LOS ANGELES,CA,90047,3235654093,90047,2021 W FLORENCE AVE,335E00000X
1669546545,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,4659 LAS POSITAS RD,LIVERMORE,CA,94551,9253715043,94551,4659 LAS POSITAS RD,335E00000X
1114091097,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,2251 WEST GRANTLINE ROAD,TRACY,CA,95376,2098327407,95376,2251 WEST GRANTLINE ROAD,335E00000X
1043384191,2,HANGER PROSTHETICS & ORTHOTICS WEST INC,1660 SAN PABLO AVE,PINOLE,CA,94564,5107240400,94564,1660 SAN PABLO AVE,335E00000X
1861707416,2,"BACKJOY ORTHOTICS, LLC",25852 MC BEAN PARKWAY,VALENCIA,CA,91355,3109287751,91355,25852 MC BEAN PARKWAY,335E00000X
1891863007,2,"HANGER PROSTHETICS & ORTHOTICS WEST, INC.",24 ANTELOPE BLVD,RED BLUFF,CA,96080,5305281795,96080,24 ANTELOPE BLVD,335E00000X
1568557478,2,RGP ORTHOPEDIC APPLIANCE CO INC,6147 UNIVERSITY AVE,SAN DIEGO,CA,92115,6195823871,92115,6147 UNIVERSITY AVE,224P00000X
1588746887,2,DESERT PROSTHETICS & ORTHOTICS,68860 PEREZ RD STE G,CATHEDRAL CITY,CA,92234,7607704620,92234,68860 PEREZ RD,335E00000X
1588967962,2,DESERT PROSTHETICS & ORTHOTICS GROUP,81709 DR CARREON BLVD,INDIO,CA,92201,7607704620,92201,81709 DR CARREON BLVD,335E00000X
1245534510,2,"AESTHETIC PROSTHETICS, INC.",1095 N ALLEN AVE,PASADENA,CA,91104,6263450050,91104,1095 N ALLEN AVE,335E00000X
1568617868,2,ORANGE COAST PROSTHETICS INC.,2324 N BATAVIA ST,ORANGE,CA,92865,7146372788,92865,2324 N BATAVIA ST,335E00000X
1538466644,2,"PRECISION ORTHOTICS & PROSTHETICS, INC",15586 7TH STREET,VICTORVILLE,CA,92395,7602417774,92395,15586 7TH STREET,335E00000X
1982903720,2,"JACKRABBIT SHOES AND ORTHOTICS, INC.",4576 E 2ND ST,BENICIA,CA,94510,7077511630,94510,4576 E 2ND ST,335E00000X
